,0,1,2
178,-1.15756,1.31246,0.0
179,-1.15756,1.31246,1.0
180,-1.15756,1.31246,2.0
181,-1.15756,1.31246,3.0
182,-1.15756,1.31246,4.0
183,-1.15756,1.31246,5.0
184,-1.15756,1.31246,6.0
185,-1.15756,1.31246,7.0
186,-1.15756,1.31246,8.0
187,-1.15756,1.31246,9.0
188,-1.15756,1.31246,10.0
189,-1.4814501,0.93155694,-10.0
190,-1.4814501,0.93155694,-9.0
191,-1.4814501,0.93155694,-8.0
192,-1.4814501,0.93155694,-7.0
193,-1.4814501,0.93155694,-6.0
194,-1.4814501,0.93155694,-5.0
195,-1.4814501,0.93155694,-4.0
196,-1.4814501,0.93155694,-3.0
197,-1.4814501,0.93155694,-2.0
198,-1.4814501,0.93155694,-1.0
199,-1.4814501,0.93155694,0.0
200,-1.4814501,0.93155694,1.0
201,-1.4814501,0.93155694,2.0
202,-1.4814501,0.93155694,3.0
203,-1.4814501,0.93155694,4.0
204,-1.4814501,0.93155694,5.0
205,-1.4814501,0.93155694,6.0
206,-1.4814501,0.93155694,7.0
207,-1.4814501,0.93155694,8.0
208,-1.4814501,0.93155694,9.0
209,-1.4814501,0.93155694,10.0
210,-1.68441,0.474603,-10.0
211,-1.68441,0.474603,-9.0
212,-1.68441,0.474603,-8.0
213,-1.68441,0.474603,-7.0
214,-1.68441,0.474603,-6.0
215,-1.68441,0.474603,-5.0
216,-1.68441,0.474603,-4.0
217,-1.68441,0.474603,-3.0
218,-1.68441,0.474603,-2.0
219,-1.68441,0.474603,-1.0
220,-1.68441,0.474603,0.0
221,-1.68441,0.474603,1.0
222,-1.68441,0.474603,2.0
223,-1.68441,0.474603,3.0
224,-1.68441,0.474603,4.0
225,-1.68441,0.474603,5.0
226,-1.68441,0.474603,6.0
227,-1.68441,0.474603,7.0
228,-1.68441,0.474603,8.0
229,-1.68441,0.474603,9.0
230,-1.68441,0.474603,10.0
231,-1.7498701,-0.0210937,-10.0
232,-1.7498701,-0.0210937,-9.0
233,-1.7498701,-0.0210937,-8.0
234,-1.7498701,-0.0210937,-7.0
235,-1.7498701,-0.0210937,-6.0
236,-1.7498701,-0.0210937,-5.0
237,-1.7498701,-0.0210937,-4.0
238,-1.7498701,-0.0210937,-3.0
239,-1.7498701,-0.0210937,-2.0
240,-1.7498701,-0.0210937,-1.0
241,-1.7498701,-0.0210937,0.0
242,-1.7498701,-0.0210937,1.0
243,-1.7498701,-0.0210937,2.0
244,-1.7498701,-0.0210937,3.0
245,-1.7498701,-0.0210937,4.0
246,-1.7498701,-0.0210937,5.0
247,-1.7498701,-0.0210937,6.0
248,-1.7498701,-0.0210937,7.0
249,-1.7498701,-0.0210937,8.0
250,-1.7498701,-0.0210937,9.0
251,-1.7498701,-0.0210937,10.0
252,-1.67248,-0.515068,-10.0
253,-1.67248,-0.515068,-9.0
254,-1.67248,-0.515068,-8.0
255,-1.67248,-0.515068,-7.0
256,-1.67248,-0.515068,-6.0
257,-1.67248,-0.515068,-5.0
258,-1.67248,-0.515068,-4.0
259,-1.67248,-0.515068,-3.0
260,-1.67248,-0.515068,-2.0
261,-1.67248,-0.515068,-1.0
262,-1.67248,-0.515068,0.0
263,-1.67248,-0.515068,1.0
264,-1.67248,-0.515068,2.0
265,-1.67248,-0.515068,3.0
266,-1.67248,-0.515068,4.0
267,-1.67248,-0.515068,5.0
268,-1.67248,-0.515068,6.0
269,-1.67248,-0.515068,7.0
270,-1.67248,-0.515068,8.0
271,-1.67248,-0.515068,9.0
272,-1.67248,-0.515068,10.0
273,-1.45857,-0.966997,-10.0
274,-1.45857,-0.966997,-9.0
275,-1.45857,-0.966997,-8.0
276,-1.45857,-0.966997,-7.0
277,-1.45857,-0.966997,-6.0
278,-1.45857,-0.966997,-5.0
279,-1.45857,-0.966997,-4.0
280,-1.45857,-0.966997,-3.0
281,-1.45857,-0.966997,-2.0
282,-1.45857,-0.966997,-1.0
283,-1.45857,-0.966997,0.0
284,-1.45857,-0.966997,1.0
285,-1.45857,-0.966997,2.0
286,-1.45857,-0.966997,3.0
287,-1.45857,-0.966997,4.0
288,-1.45857,-0.966997,5.0
289,-1.45857,-0.966997,6.0
290,-1.45857,-0.966997,7.0
291,-1.45857,-0.966997,8.0
292,-1.45857,-0.966997,9.0
293,-1.45857,-0.966997,10.0
294,-1.12558,-1.33999,-10.0
295,-1.12558,-1.33999,-9.0
296,-1.12558,-1.33999,-8.0
297,-1.12558,-1.33999,-7.0
298,-1.12558,-1.33999,-6.0
299,-1.12558,-1.33999,-5.0
300,-1.12558,-1.33999,-4.0
301,-1.12558,-1.33999,-3.0
302,-1.12558,-1.33999,-2.0
303,-1.12558,-1.33999,-1.0
304,-1.12558,-1.33999,0.0
305,-1.12558,-1.33999,1.0
306,-1.12558,-1.33999,2.0
307,-1.12558,-1.33999,3.0
308,-1.12558,-1.33999,4.0
309,-1.12558,-1.33999,5.0
310,-1.12558,-1.33999,6.0
311,-1.12558,-1.33999,7.0
312,-1.12558,-1.33999,8.0
313,-1.12558,-1.33999,9.0
314,-1.12558,-1.33999,10.0
315,-0.700714,-1.60359,-10.0
316,-0.700714,-1.60359,-9.0
317,-0.700714,-1.60359,-8.0
318,-0.700714,-1.60359,-7.0
319,-0.700714,-1.60359,-6.0
320,-0.700714,-1.60359,-5.0
321,-0.700714,-1.60359,-4.0
322,-0.700714,-1.60359,-3.0
323,-0.700714,-1.60359,-2.0
324,-0.700714,-1.60359,-1.0
325,-0.700714,-1.60359,0.0
326,-0.700714,-1.60359,1.0
327,-0.700714,-1.60359,2.0
328,-0.700714,-1.60359,3.0
329,-0.700714,-1.60359,4.0
330,-0.700714,-1.60359,5.0
331,-0.700714,-1.60359,6.0
332,-0.700714,-1.60359,7.0
333,-0.700714,-1.60359,8.0
334,-0.700714,-1.60359,9.0
335,-0.700714,-1.60359,10.0
336,-0.218644,-1.73629,-10.0
337,-0.218644,-1.73629,-9.0
338,-0.218644,-1.73629,-8.0
339,-0.218644,-1.73629,-7.0
340,-0.218644,-1.73629,-6.0
341,-0.218644,-1.73629,-5.0
342,-0.218644,-1.73629,-4.0
343,-0.218644,-1.73629,-3.0
344,-0.218644,-1.73629,-2.0
345,-0.218644,-1.73629,-1.0
346,-0.218644,-1.73629,0.0
347,-0.218644,-1.73629,1.0
348,-0.218644,-1.73629,2.0
349,-0.218644,-1.73629,3.0
350,-0.218644,-1.73629,4.0
351,-0.218644,-1.73629,5.0
352,-0.218644,-1.73629,6.0
353,-0.218644,-1.73629,7.0
354,-0.218644,-1.73629,8.0
355,-0.218644,-1.73629,9.0
356,-0.218644,-1.73629,10.0
357,0.281274,-1.7272501,-10.0
358,0.281274,-1.7272501,-9.0
359,0.281274,-1.7272501,-8.0
360,0.281274,-1.7272501,-7.0
361,0.281274,-1.7272501,-6.0
362,0.281274,-1.7272501,-5.0
363,0.281274,-1.7272501,-4.0
364,0.281274,-1.7272501,-3.0
365,0.281274,-1.7272501,-2.0
366,0.281274,-1.7272501,-1.0
367,0.281274,-1.7272501,0.0
368,0.281274,-1.7272501,1.0
369,0.281274,-1.7272501,2.0
370,0.281274,-1.7272501,3.0
371,0.281274,-1.7272501,4.0
372,0.281274,-1.7272501,5.0
373,0.281274,-1.7272501,6.0
374,0.281274,-1.7272501,7.0
375,0.281274,-1.7272501,8.0
376,0.281274,-1.7272501,9.0
377,0.281274,-1.7272501,10.0
378,0.758231,-1.57721,-10.0
379,0.758231,-1.57721,-9.0
380,0.758231,-1.57721,-8.0
381,0.758231,-1.57721,-7.0
382,0.758231,-1.57721,-6.0
383,0.758231,-1.57721,-5.0
384,0.758231,-1.57721,-4.0
385,0.758231,-1.57721,-3.0
386,0.758231,-1.57721,-2.0
387,0.758231,-1.57721,-1.0
388,0.758231,-1.57721,0.0
389,0.758231,-1.57721,1.0
390,0.758231,-1.57721,2.0
391,0.758231,-1.57721,3.0
392,0.758231,-1.57721,4.0
393,0.758231,-1.57721,5.0
394,0.758231,-1.57721,6.0
395,0.758231,-1.57721,7.0
396,0.758231,-1.57721,8.0
397,0.758231,-1.57721,9.0
398,0.758231,-1.57721,10.0
399,1.17329,-1.29842,-10.0
400,1.17329,-1.29842,-9.0
401,1.17329,-1.29842,-8.0
402,1.17329,-1.29842,-7.0
403,1.17329,-1.29842,-6.0
404,1.17329,-1.29842,-5.0
405,1.17329,-1.29842,-4.0
406,1.17329,-1.29842,-3.0
407,1.17329,-1.29842,-2.0
408,1.17329,-1.29842,-1.0
409,1.17329,-1.29842,0.0
410,1.17329,-1.29842,1.0
411,1.17329,-1.29842,2.0
412,1.17329,-1.29842,3.0
413,1.17329,-1.29842,4.0
414,1.17329,-1.29842,5.0
415,1.17329,-1.29842,6.0
416,1.17329,-1.29842,7.0
417,1.17329,-1.29842,8.0
418,1.17329,-1.29842,9.0
419,1.17329,-1.29842,10.0
420,1.49257,-0.913632,-10.0
421,1.49257,-0.913632,-9.0
422,1.49257,-0.913632,-8.0
423,1.49257,-0.913632,-7.0
424,1.49257,-0.913632,-6.0
425,1.49257,-0.913632,-5.0
426,1.49257,-0.913632,-4.0
427,1.49257,-0.913632,-3.0
428,1.49257,-0.913632,-2.0
429,1.49257,-0.913632,-1.0
430,1.49257,-0.913632,0.0
431,1.49257,-0.913632,1.0
432,1.49257,-0.913632,2.0
433,1.49257,-0.913632,3.0
434,1.49257,-0.913632,4.0
435,1.49257,-0.913632,5.0
436,1.49257,-0.913632,6.0
437,1.49257,-0.913632,7.0
438,1.49257,-0.913632,8.0
439,1.49257,-0.913632,9.0
440,1.49257,-0.913632,10.0
441,-25.0,-25.0,-10.0
442,-25.0,-25.0,10.0
443,-25.0,-24.0,-10.0
444,-25.0,-24.0,10.0
445,-25.0,-23.0,-10.0
446,-25.0,-23.0,10.0
447,-25.0,-22.0,-10.0
448,-25.0,-22.0,10.0
449,-25.0,-21.0,-10.0
450,-25.0,-21.0,10.0
451,-25.0,-20.0,-10.0
452,-25.0,-20.0,10.0
453,-25.0,-19.0,-10.0
454,-25.0,-19.0,10.0
455,-25.0,-18.0,-10.0
456,-25.0,-18.0,10.0
457,-25.0,-17.0,-10.0
458,-25.0,-17.0,10.0
459,-25.0,-16.0,-10.0
460,-25.0,-16.0,10.0
461,-25.0,-15.0,-10.0
462,-25.0,-15.0,10.0
463,-25.0,-14.0,-10.0
464,-25.0,-14.0,10.0
465,-25.0,-13.0,-10.0
466,-25.0,-13.0,10.0
467,-25.0,-12.0,-10.0
468,-25.0,-12.0,10.0
469,-25.0,-11.0,-10.0
470,-25.0,-11.0,10.0
471,-25.0,-10.0,-10.0
472,-25.0,-10.0,10.0
473,-25.0,-9.0,-10.0
474,-25.0,-9.0,10.0
475,-25.0,-8.0,-10.0
476,-25.0,-8.0,10.0
477,-25.0,-7.0,-10.0
478,-25.0,-7.0,10.0
479,-25.0,-6.0,-10.0
480,-25.0,-6.0,10.0
481,-25.0,-5.0,-10.0
482,-25.0,-5.0,10.0
483,-25.0,-4.0,-10.0
484,-25.0,-4.0,10.0
485,-25.0,-3.0,-10.0
486,-25.0,-3.0,10.0
487,-25.0,-2.0,-10.0
488,-25.0,-2.0,10.0
489,-25.0,-1.0,-10.0
490,-25.0,-1.0,10.0
491,-25.0,0.0,-10.0
492,-25.0,0.0,10.0
493,-25.0,1.0,-10.0
494,-25.0,1.0,10.0
495,-25.0,2.0,-10.0
496,-25.0,2.0,10.0
497,-25.0,3.0,-10.0
498,-25.0,3.0,10.0
499,-25.0,4.0,-10.0
500,-25.0,4.0,10.0
501,-25.0,5.0,-10.0
502,-25.0,5.0,10.0
503,-25.0,6.0,-10.0
504,-25.0,6.0,10.0
505,-25.0,7.0,-10.0
506,-25.0,7.0,10.0
507,-25.0,8.0,-10.0
508,-25.0,8.0,10.0
509,-25.0,9.0,-10.0
510,-25.0,9.0,10.0
511,-25.0,10.0,-10.0
512,-25.0,10.0,10.0
513,-25.0,11.0,-10.0
514,-25.0,11.0,10.0
515,-25.0,12.0,-10.0
516,-25.0,12.0,10.0
517,-25.0,13.0,-10.0
518,-25.0,13.0,10.0
519,-25.0,14.0,-10.0
520,-25.0,14.0,10.0
521,-25.0,15.0,-10.0
522,-25.0,15.0,10.0
523,-25.0,16.0,-10.0
524,-25.0,16.0,10.0
525,-25.0,17.0,-10.0
526,-25.0,17.0,10.0
527,-25.0,18.0,-10.0
528,-25.0,18.0,10.0
529,-25.0,19.0,-10.0
530,-25.0,19.0,10.0
531,-25.0,20.0,-10.0
532,-25.0,20.0,10.0
533,-25.0,21.0,-10.0
534,-25.0,21.0,10.0
535,-25.0,22.0,-10.0
536,-25.0,22.0,10.0
537,-25.0,23.0,-10.0
538,-25.0,23.0,10.0
539,-25.0,24.0,-10.0
540,-25.0,24.0,10.0
541,-25.0,25.0,-10.0
542,-25.0,25.0,10.0
543,-24.0,-25.0,-10.0
544,-24.0,-25.0,10.0
545,-24.0,-24.0,-10.0
546,-24.0,-24.0,10.0
547,-24.0,-23.0,-10.0
548,-24.0,-23.0,10.0
549,-24.0,-22.0,-10.0
550,-24.0,-22.0,10.0
551,-24.0,-21.0,-10.0
552,-24.0,-21.0,10.0
553,-24.0,-20.0,-10.0
554,-24.0,-20.0,10.0
555,-24.0,-19.0,-10.0
556,-24.0,-19.0,10.0
557,-24.0,-18.0,-10.0
558,-24.0,-18.0,10.0
559,-24.0,-17.0,-10.0
560,-24.0,-17.0,10.0
561,-24.0,-16.0,-10.0
562,-24.0,-16.0,10.0
563,-24.0,-15.0,-10.0
564,-24.0,-15.0,10.0
565,-24.0,-14.0,-10.0
566,-24.0,-14.0,10.0
567,-24.0,-13.0,-10.0
568,-24.0,-13.0,10.0
569,-24.0,-12.0,-10.0
570,-24.0,-12.0,10.0
571,-24.0,-11.0,-10.0
572,-24.0,-11.0,10.0
573,-24.0,-10.0,-10.0
574,-24.0,-10.0,10.0
575,-24.0,-9.0,-10.0
576,-24.0,-9.0,10.0
577,-24.0,-8.0,-10.0
578,-24.0,-8.0,10.0
579,-24.0,-7.0,-10.0
580,-24.0,-7.0,10.0
581,-24.0,-6.0,-10.0
582,-24.0,-6.0,10.0
583,-24.0,-5.0,-10.0
584,-24.0,-5.0,10.0
585,-24.0,-4.0,-10.0
586,-24.0,-4.0,10.0
587,-24.0,-3.0,-10.0
588,-24.0,-3.0,10.0
589,-24.0,-2.0,-10.0
590,-24.0,-2.0,10.0
591,-24.0,-1.0,-10.0
592,-24.0,-1.0,10.0
593,-24.0,0.0,-10.0
594,-24.0,0.0,10.0
595,-24.0,1.0,-10.0
596,-24.0,1.0,10.0
597,-24.0,2.0,-10.0
598,-24.0,2.0,10.0
599,-24.0,3.0,-10.0
600,-24.0,3.0,10.0
601,-24.0,4.0,-10.0
602,-24.0,4.0,10.0
603,-24.0,5.0,-10.0
604,-24.0,5.0,10.0
605,-24.0,6.0,-10.0
606,-24.0,6.0,10.0
607,-24.0,7.0,-10.0
608,-24.0,7.0,10.0
609,-24.0,8.0,-10.0
610,-24.0,8.0,10.0
611,-24.0,9.0,-10.0
612,-24.0,9.0,10.0
613,-24.0,10.0,-10.0
614,-24.0,10.0,10.0
615,-24.0,11.0,-10.0
616,-24.0,11.0,10.0
617,-24.0,12.0,-10.0
618,-24.0,12.0,10.0
619,-24.0,13.0,-10.0
620,-24.0,13.0,10.0
621,-24.0,14.0,-10.0
622,-24.0,14.0,10.0
623,-24.0,15.0,-10.0
624,-24.0,15.0,10.0
625,-24.0,16.0,-10.0
626,-24.0,16.0,10.0
627,-24.0,17.0,-10.0
628,-24.0,17.0,10.0
629,-24.0,18.0,-10.0
630,-24.0,18.0,10.0
631,-24.0,19.0,-10.0
632,-24.0,19.0,10.0
633,-24.0,20.0,-10.0
634,-24.0,20.0,10.0
635,-24.0,21.0,-10.0
636,-24.0,21.0,10.0
637,-24.0,22.0,-10.0
638,-24.0,22.0,10.0
639,-24.0,23.0,-10.0
640,-24.0,23.0,10.0
641,-24.0,24.0,-10.0
642,-24.0,24.0,10.0
643,-24.0,25.0,-10.0
644,-24.0,25.0,10.0
645,-23.0,-25.0,-10.0
646,-23.0,-25.0,10.0
647,-23.0,-24.0,-10.0
648,-23.0,-24.0,10.0
649,-23.0,-23.0,-10.0
650,-23.0,-23.0,10.0
651,-23.0,-22.0,-10.0
652,-23.0,-22.0,10.0
653,-23.0,-21.0,-10.0
654,-23.0,-21.0,10.0
655,-23.0,-20.0,-10.0
656,-23.0,-20.0,10.0
657,-23.0,-19.0,-10.0
658,-23.0,-19.0,10.0
659,-23.0,-18.0,-10.0
660,-23.0,-18.0,10.0
661,-23.0,-17.0,-10.0
662,-23.0,-17.0,10.0
663,-23.0,-16.0,-10.0
664,-23.0,-16.0,10.0
665,-23.0,-15.0,-10.0
666,-23.0,-15.0,10.0
667,-23.0,-14.0,-10.0
668,-23.0,-14.0,10.0
669,-23.0,-13.0,-10.0
670,-23.0,-13.0,10.0
671,-23.0,-12.0,-10.0
672,-23.0,-12.0,10.0
673,-23.0,-11.0,-10.0
674,-23.0,-11.0,10.0
675,-23.0,-10.0,-10.0
676,-23.0,-10.0,10.0
677,-23.0,-9.0,-10.0
678,-23.0,-9.0,10.0
679,-23.0,-8.0,-10.0
680,-23.0,-8.0,10.0
681,-23.0,-7.0,-10.0
682,-23.0,-7.0,10.0
683,-23.0,-6.0,-10.0
684,-23.0,-6.0,10.0
685,-23.0,-5.0,-10.0
686,-23.0,-5.0,10.0
687,-23.0,-4.0,-10.0
688,-23.0,-4.0,10.0
689,-23.0,-3.0,-10.0
690,-23.0,-3.0,10.0
691,-23.0,-2.0,-10.0
692,-23.0,-2.0,10.0
693,-23.0,-1.0,-10.0
694,-23.0,-1.0,10.0
695,-23.0,0.0,-10.0
696,-23.0,0.0,10.0
697,-23.0,1.0,-10.0
698,-23.0,1.0,10.0
699,-23.0,2.0,-10.0
700,-23.0,2.0,10.0
701,-23.0,3.0,-10.0
702,-23.0,3.0,10.0
703,-23.0,4.0,-10.0
704,-23.0,4.0,10.0
705,-23.0,5.0,-10.0
706,-23.0,5.0,10.0
707,-23.0,6.0,-10.0
708,-23.0,6.0,10.0
709,-23.0,7.0,-10.0
710,-23.0,7.0,10.0
711,-23.0,8.0,-10.0
712,-23.0,8.0,10.0
713,-23.0,9.0,-10.0
714,-23.0,9.0,10.0
715,-23.0,10.0,-10.0
716,-23.0,10.0,10.0
717,-23.0,11.0,-10.0
718,-23.0,11.0,10.0
719,-23.0,12.0,-10.0
720,-23.0,12.0,10.0
721,-23.0,13.0,-10.0
722,-23.0,13.0,10.0
723,-23.0,14.0,-10.0
724,-23.0,14.0,10.0
725,-23.0,15.0,-10.0
726,-23.0,15.0,10.0
727,-23.0,16.0,-10.0
728,-23.0,16.0,10.0
729,-23.0,17.0,-10.0
730,-23.0,17.0,10.0
731,-23.0,18.0,-10.0
732,-23.0,18.0,10.0
733,-23.0,19.0,-10.0
734,-23.0,19.0,10.0
735,-23.0,20.0,-10.0
736,-23.0,20.0,10.0
737,-23.0,21.0,-10.0
738,-23.0,21.0,10.0
739,-23.0,22.0,-10.0
740,-23.0,22.0,10.0
741,-23.0,23.0,-10.0
742,-23.0,23.0,10.0
743,-23.0,24.0,-10.0
744,-23.0,24.0,10.0
745,-23.0,25.0,-10.0
746,-23.0,25.0,10.0
747,-22.0,-25.0,-10.0
748,-22.0,-25.0,10.0
749,-22.0,-24.0,-10.0
750,-22.0,-24.0,10.0
751,-22.0,-23.0,-10.0
752,-22.0,-23.0,10.0
753,-22.0,-22.0,-10.0
754,-22.0,-22.0,10.0
755,-22.0,-21.0,-10.0
756,-22.0,-21.0,10.0
757,-22.0,-20.0,-10.0
758,-22.0,-20.0,10.0
759,-22.0,-19.0,-10.0
760,-22.0,-19.0,10.0
761,-22.0,-18.0,-10.0
762,-22.0,-18.0,10.0
763,-22.0,-17.0,-10.0
764,-22.0,-17.0,10.0
765,-22.0,-16.0,-10.0
766,-22.0,-16.0,10.0
767,-22.0,-15.0,-10.0
768,-22.0,-15.0,10.0
769,-22.0,-14.0,-10.0
770,-22.0,-14.0,10.0
771,-22.0,-13.0,-10.0
772,-22.0,-13.0,10.0
773,-22.0,-12.0,-10.0
774,-22.0,-12.0,10.0
775,-22.0,-11.0,-10.0
776,-22.0,-11.0,10.0
777,-22.0,-10.0,-10.0
778,-22.0,-10.0,10.0
779,-22.0,-9.0,-10.0
780,-22.0,-9.0,10.0
781,-22.0,-8.0,-10.0
782,-22.0,-8.0,10.0
783,-22.0,-7.0,-10.0
784,-22.0,-7.0,10.0
785,-22.0,-6.0,-10.0
786,-22.0,-6.0,10.0
787,-22.0,-5.0,-10.0
788,-22.0,-5.0,10.0
789,-22.0,-4.0,-10.0
790,-22.0,-4.0,10.0
791,-22.0,-3.0,-10.0
792,-22.0,-3.0,10.0
793,-22.0,-2.0,-10.0
794,-22.0,-2.0,10.0
795,-22.0,-1.0,-10.0
796,-22.0,-1.0,10.0
797,-22.0,0.0,-10.0
798,-22.0,0.0,10.0
799,-22.0,1.0,-10.0
800,-22.0,1.0,10.0
801,-22.0,2.0,-10.0
802,-22.0,2.0,10.0
803,-22.0,3.0,-10.0
804,-22.0,3.0,10.0
805,-22.0,4.0,-10.0
806,-22.0,4.0,10.0
807,-22.0,5.0,-10.0
808,-22.0,5.0,10.0
809,-22.0,6.0,-10.0
810,-22.0,6.0,10.0
811,-22.0,7.0,-10.0
812,-22.0,7.0,10.0
813,-22.0,8.0,-10.0
814,-22.0,8.0,10.0
815,-22.0,9.0,-10.0
816,-22.0,9.0,10.0
817,-22.0,10.0,-10.0
818,-22.0,10.0,10.0
819,-22.0,11.0,-10.0
820,-22.0,11.0,10.0
821,-22.0,12.0,-10.0
822,-22.0,12.0,10.0
823,-22.0,13.0,-10.0
824,-22.0,13.0,10.0
